講義名,時間割コード,開講時期,担当教員,開講学部,曜日時限,評価方法
中級現代経済史[Modern Economic History: Intermediate],2343115,秋学期,出口 雄大[DEGUCHI YUDAI],経済学部,金曜4限,定期試験によって評価する（100%）。
中級現代経済史　分野別演習[Modern Economic History: Intermediate (Guided Study)],2343116,秋学期,出口 雄大[DEGUCHI YUDAI],経済学部,,中間報告（20%）、ターム・ペーパー（80%）によって評価する。
中級ファイナンス[Finance: Intermediate],2344103,秋学期,猪野 明生[INO AKIO],経済学部,金曜2限,小テスト(20%)とレポート(80%)
中級ファイナンス　分野別演習[Finance: Intermediate (Guided Study)],2344104,秋学期,猪野 明生[INO AKIO],経済学部,,授業内の報告(30%)及び最終的に提出された論文(70%)により評価します。
中級国際金融[International Finance: Intermediate],2344105,秋学期,上川 孝夫[KAMIKAWA TAKAO],経済学部,金曜4限,レポート20％、定期試験80％
中級産業組織論[Industrial Organization: Intermediate],2344107,秋学期,鶴岡 昌徳[TSURUOKA MASANORI],経済学部,火曜1限,宿題10＋中間試験30＋期末試験60中間試験と期末試験のやり方について注意してください。
中級産業組織論　分野別演習[Industrial Organization: Intermediate (Guided Study)],2344108,秋学期,鶴岡 昌徳[TSURUOKA MASANORI],経済学部,,宿題の成績の点数(80)＋レフェリーレポートの出来(20)
中級現代外国為替論[Exchange Rate Economics: Intermediate],2344109,春学期（第2ターム）,佐藤 清隆[SATO KIYOTAKA],経済学部,,定期試験の成績のみで評価する。100点満点で60点以上が「可」、70点以上が「良」、80点以上が「優」、90点以上が「秀」の成績となる。教室で対面の筆記試験を行う。出席点、レポート等は考慮しない。最終成績の救済措置は一切行わない。
中級現代外国為替論　分野別演習[Exchange Rate Economics: Intermediate (Guided Study)],2344110,春学期（第2ターム）,佐藤 清隆[SATO KIYOTAKA],経済学部,,タームペーパーの点数で最終評価を行う。
中級国際経済学[International Economics: Intermediate],2344201,秋学期,ﾊﾟｰｿﾝｽﾞ ｸﾚｯｸﾞ ﾛﾊﾞｰﾄ[PARSONS CRAIG ROBERT],経済学部,火曜1限,"Quizzes (2) (15% each), Midterm (30%), and Final (40%)* As the final is 40% of the course, missing the final will automatically result in a grade below 60% and no credit (failure) of this course.  Please check the date of final exam week as soon it becomes available."
中級国際経済学 分野別演習[International Economics: Intermediate (Guided Study)],2344202,秋学期,ﾊﾟｰｿﾝｽﾞ ｸﾚｯｸﾞ ﾛﾊﾞｰﾄ[PARSONS CRAIG ROBERT],経済学部,,The grade will be based on the final RCA report.
中級経済統計[Economic Statistics: Intermediate],2345103,秋学期（第5ターム）,吉元 宇楽[YOSHIMOTO URAKU],経済学部,,授業レポート（40%）、定期試験（60%）
中級経済統計　分野別演習[Economic Statistics: Intermediate (Guided Study)],2345104,秋学期,吉元 宇楽[YOSHIMOTO URAKU],経済学部,,各種レポートと各授業の評価（100%）
中級数理統計[Mathematical Statistics: Intermediate],2345105,秋学期,永井 圭二[NAGAI KEIJI],経済学部,水曜2限,毎回の授業ノートを授業支援システムを通じて提出してもらう。演習問題を数回程度出す予定。定期試験を行う。
中級数理統計　分野別演習[Mathematical Statistics: Intermediate (Guided Study)],2345106,秋学期,永井 圭二[NAGAI KEIJI],経済学部,,毎回の授業ノートを授業支援システムを通じて提出してもらう。演習問題を数回程度出す予定。定期試験を行う。
中級計量経済学[Econometrics: Intermediate],2345107,秋学期,金澤 匡剛[KANAZAWA KYOGO],経済学部,火曜4限,宿題(28%)、期末試験(72%)
中級計量経済学　分野別演習[Econometrics: Intermediate (Guided Study)],2345108,秋学期,金澤 匡剛[KANAZAWA KYOGO],経済学部,,レポートの提出を前提としたうえで、ディスカッションへの参加の様子により評価する。
中級ゲーム理論[Game Theory: Intermediate],2345109,春学期（第2ターム）,礫石 恭伍[TSUBUTEISHI KYOGO],経済学部,,原則として、期末試験100%で評価する。
中級マクロデータサイエンス[Data Science(macro): Intermediate],2345111,秋学期,相馬 尚人[SOMA NAOTO],経済学部,金曜3限,レポート（80％），質問・コメントボーナス（20％）レポート課題は最終授業（15回目）まで問題が逐次的に追加されていきます。それぞれの問題にどのタイミングで取り組み始めるかは自由です。また，途中まで取り組んだ段階で担当教員に相談しコメントやヒントをもらうことができます。最終結果だけではなく，相談をしてコメントをもらい内容を修正していく過程も含めて評価対象になります。
中級マクロデータサイエンス　分野別演習[Data Science(macro): Intermediate (Guided Study)],2345112,秋学期,相馬 尚人[SOMA NAOTO],経済学部,,報告と議論への参加の様子により評価する。
中級ミクロデータサイエンス[Data Science(micro): Intermediate],2345113,秋学期,古川 知志雄[FURUKAWA CHISHIO],経済学部,金曜1限,授業、合同プログラミングへの参加と宿題を総合的に評価する。また、期末試験の代わりにデータ分析のプロジェクトを学期末課題とする。
中級ミクロデータサイエンス　分野別演習[Data Science(micro): Intermediate  (Guided Study)],2345114,秋学期,古川 知志雄[FURUKAWA CHISHIO],経済学部,,提出されたレポートより評価する。
中級データサイエンス論[Data Science: Intermediate],2345115,秋学期,加藤 隆太[KATOH RYUTA],経済学部,水曜4限,試験（50%)と課題（50%)
中級データサイエンス論分野別演習[Data Science: Intermediate (Guided Study)],2345116,秋学期,加藤 隆太[KATOH RYUTA],経済学部,,報告と議論への参加の様子により評価する。
Statistical Theory and Applications[Statistical Theory and Applications],2345201,秋学期（第5ターム）,陳 雨[CHEN YUTING],経済学部,,宿題：40%試験：60%又は（条件ある）宿題：100%
Statistical Theory and Applications　分野別演習[Statistical Theory and Applications (Guided Study)],2345202,秋学期（第5ターム）,陳 雨[CHEN YUTING],経済学部,,宿題：40%試験：60%又は（条件ある）宿題：100%
家族と法[Family Law],2346101,春学期,柳迫 周平[YANASEKO SHUHEI],経済学部,火曜2限,授業内で行う小テスト（10％×2回＝20％）と期末試験（80％）をもとに評価する。
家族と法　分野別演習[Family Law (Guided Study)],2346102,春学期,柳迫 周平[YANASEKO SHUHEI],経済学部,,最終的に提出されたリサーチペーパーの内容（80％）及び中間報告・文献講読などリサーチペーパーの執筆過程における取組状況（20％）に基づいて評価する。
行政法[Administrative Law],2346103,春学期,板垣 勝彦[ITAGAKI KATSUHIKO],経済学部,,筆記試験による。
労働法[Labor and Employment Law],2346105,春学期,亀田 康次[KAMEDA KOJI],経済学部,水曜2限,筆記試験（100%）
経済法[Economic Law],2346107,春学期,関根 豪政[SEKINE TAKEMASA],経済学部,木曜2限,期末試験（70％、ただし、情勢に応じて最終レポートとする可能性あり）、発言・グループワーク等の講義への参加度（30％、講義参加者の状況に応じて変更の可能性あり）
知的財産法[Intellectual Property Law],2346109,春学期,濱口 太久未[HAMAGUCHI TAKUMI],経済学部,水曜3限,小テスト（30%）、定期試験（70%）
知的財産法　分野別演習[Intellectual Property Law (Guided Study)],2346110,春学期,濱口 太久未[HAMAGUCHI TAKUMI],経済学部,,完成した論文の内容（調査内容や論理展開等）により評価する（100%）。
商法Ⅰ　分野別演習[Corporate Law I (Guided Study)],2346113,春学期,芳賀 良[HAGA RYOU],経済学部,,提出されたレポートや演習での発言を総合的に評価する。
商法Ⅱ　分野別演習[Corporate Law II (Guided Study)],2346114,秋学期,芳賀 良[HAGA RYOU],経済学部,,提出されたレポートや演習での発言を総合的に評価する。
有価証券法　分野別演習[Securities Law (Guided Study)],2346115,秋学期,笹岡 愛美[SASAOKA MANAMI],経済学部,,平常点（100%）
裁判法　分野別演習[The Judicial System in Japan (Guided Study)],2346116,秋学期,金子 章[KANEKO AKIRA],経済学部,,レポートの内容（100％）
商法Ⅰ[Corporate Law I],2346117,春学期,芳賀 良[HAGA RYOU],経済学部,火曜3限,成績は、平常点（全体の30％）と期末試験（全体の70％）で評価します。平常点は、授業支援システム上で実施する「到達度確認テスト」（全15回を予定）により評価します。期末試験は、筆記試験を実施する予定です。履修登録する際には、留意してください。
商法Ⅱ[Corporate Law II],2346118,秋学期,芳賀 良[HAGA RYOU],経済学部,火曜3限,成績は、平常点（全体の30％）と期末試験（全体の70％）で評価します。平常点は、授業支援システム上で実施する「到達度確認テスト」（全15回を予定）により評価します。期末試験は、筆記試験を実施する予定です。履修登録する際には、留意してください。
有価証券法[Securities Law],2346119,秋学期,笹岡 愛美[SASAOKA MANAMI],経済学部,火曜3限,○定期試験(100％)・授業の範囲から出題します。・試験は、対面で実施する予定です。ただし、状況によりオンライン試験（またはレポート）の成績に基づく評価に変更する可能性があります。
裁判法[The Judicial System in Japan],2346120,秋学期,金子 章[KANEKO AKIRA],経済学部,月曜1限,テスト（100％）により、厳格・厳正に評価する。出席はとらない。
民事訴訟法[Civil Procedure Law],2346121,秋学期,岡庭 幹司[OKANIWA MASASHI],経済学部,金曜4限,上記到達目標及び履修目標に掲げた事項の達成度を評価の観点として、授業内課題（発言および理解度確認小テスト）20％、期末試験80％の割合で評価します。
産学官連携演習Ⅰ[Industry-Academia-Government Collaborative Seminar I],2350101,春学期,"関根 豪政, 山本 展彰[SEKINE TAKEMASA, YAMAMOTO NOBUAKI]",経済学部,,講義中の課題への取り組み（50％）、発言内容の適切性・説得性（20％）、最終課題（30%）
Advanced EEB 1[Advanced EEB 1],2357301,春学期,中村 良夫[NAKAMURA YOSHIO],経済学部,,毎回の小テスト形式のタスクの結果を積み重ねて評価の対象とします。
Advanced EEB 2[Advanced EEB 2],2357302,秋学期,中村 良夫[NAKAMURA YOSHIO],経済学部,,毎回の小テスト形式のタスクの結果を積み重ねて評価の対象とします。
ゼミナールⅠ[SeminarⅠ],2359303,通年,池島 祥文[IKEJIMA YOSHIFUMI],経済学部,,輪読の報告内容および討論での発言（50％）、共同調査研究におけるグループ活動における貢献とその成果（50％）によって評価します。
ゼミナールⅡ[SeminarⅡ],2359304,通年,池島 祥文[IKEJIMA YOSHIFUMI],経済学部,,輪読の報告内容および討論での発言（50％）、共同調査研究におけるグループ活動における貢献とその成果（50％）によって評価します。
ゼミナールⅠ[SeminarⅠ],2359305,通年,石山 幸彦[ISHIYAMA YUKIHIKO],経済学部,,毎回の報告や発言の内容と出席状況で評価する。特に個人研究の成果を重視する。
ゼミナールⅡ[SeminarⅡ],2359306,通年,石山 幸彦[ISHIYAMA YUKIHIKO],経済学部,,毎回の報告や発言の内容と出席状況で評価する。特に個人研究の成果を重視する。
ゼミナールⅠ[SeminarⅠ],2359307,通年,伊集 守直[IJU MORINAO],経済学部,,ゼミでの取り組みや提出課題等の内容から総合的に評価する。
ゼミナールⅡ[SeminarⅡ],2359308,通年,伊集 守直[IJU MORINAO],経済学部,,ゼミでの取り組みや提出課題等の内容から総合的に評価する。
ゼミナールⅠ[SeminarⅠ],2359309,通年,居城 琢[ISHIRO TAKU],経済学部,,・成績評価の基準として、「テーマへの理解」「資料・分析・整理」「論理構成力」「プレゼンテーション」「ディスカッション」「コミュニケーション」「マネージメント」の7項目を設定し。少人数教育のなかで7項目の評価を行い、最終評価を導きます。・評価は教員だけでなく、学生も自己評価を行います。教員及び学生の評価は、ＷＥＢ上で実施します。評価は学生との面談を含めて最終的に決めます。・詳細は1回目に説明します。
ゼミナールⅡ[SeminarⅡ],2359310,通年,居城 琢[ISHIRO TAKU],経済学部,,・成績評価の基準として、「テーマへの理解」「資料・分析・整理」「論理構成力」「プレゼンテーション」「ディスカッション」「コミュニケーション」「マネージメント」の7項目を設定し。少人数教育のなかで7項目の評価を行い、最終評価を導きます。・評価は教員だけでなく、学生も自己評価を行います。教員及び学生の評価は、ＷＥＢ上で実施します。評価は学生との面談を含めて最終的に決めます。・詳細は1回目に説明します。
ゼミナールⅠ[SeminarⅠ],2359313,通年,氏川 恵次[UJIKAWA KEIJI],経済学部,,発表内容（50％）、ディスカッション参加（50％）
ゼミナールⅡ[SeminarⅡ],2359314,通年,氏川 恵次[UJIKAWA KEIJI],経済学部,,発表内容（50％）、ディスカッション参加（50％）
ゼミナールⅠ[SeminarⅠ],2359321,通年,奥村 綱雄[OKUMURA TSUNAO],経済学部,,ゼミでの報告と議論参加により評価します。
ゼミナールⅡ[SeminarⅡ],2359322,通年,奥村 綱雄[OKUMURA TSUNAO],経済学部,,ゼミでの報告と議論参加により評価します。
ゼミナールⅠ[SeminarⅠ],2359327,通年,熊野 太郎,経済学部,,ゼミへの参加度
ゼミナールⅡ[SeminarⅡ],2359328,通年,熊野 太郎,経済学部,,ゼミへの参加度
ゼミナールⅠ[SeminarⅠ],2359331,通年,佐藤 清隆[SATO KIYOTAKA],経済学部,,毎回のゼミへの出席と発表・ディスカッションを通じたゼミへの貢献度によって総合的に評価する。無断でゼミを欠席することが続けば単位を失うことになる。
ゼミナールⅡ[SeminarⅡ],2359332,通年,佐藤 清隆[SATO KIYOTAKA],経済学部,,毎回のゼミへの出席と発表・ディスカッションを通じたゼミへの貢献度によって総合的に評価する。無断でゼミを欠席することが続けば単位を失うことになる。
ゼミナールⅠ[SeminarⅠ],2359333,通年,佐野 隆司[SANO RYUJI],経済学部,,ゼミでのディスカッション・問題演習への貢献（40%）とプレゼンテーション（60%）により評価する。一定回数以上欠席した場合は原則として不合格となる。
ゼミナールⅡ[SeminarⅡ],2359334,通年,佐野 隆司[SANO RYUJI],経済学部,,ゼミでのディスカッション・問題演習への貢献（40%）とプレゼンテーション（60%）により評価する。一定回数以上欠席した場合は原則として不合格となる。
ゼミナールⅠ[SeminarⅠ],2359335,通年,シュレスタ ナゲンドラ[SHRESTHA NAGENDRA],経済学部,,ゼミ参加態度、ゼミ報告、レポート、卒業論文
ゼミナールⅡ[SeminarⅡ],2359336,通年,シュレスタ ナゲンドラ[SHRESTHA NAGENDRA],経済学部,,ゼミ参加態度、ゼミ報告、レポート、卒業論文
ゼミナールⅠ[SeminarⅠ],2359341,通年,張 馨元[ZHANG XINYUAN],経済学部,,入ゼミ1年目の学生：輪読、議論、研究発表による評価、平常点（100%）。入ゼミ2年目の学生：輪読、議論、研究発表による評価（60%）、前年度進級論文の評価（40%）なお、発表日の無断欠席は評価の対象外とする。
ゼミナールⅡ[SeminarⅡ],2359342,通年,張 馨元[ZHANG XINYUAN],経済学部,,入ゼミ1年目の学生：輪読、議論、研究発表による評価、平常点（100%）。入ゼミ2年目の学生：輪読、議論、研究発表による評価（60%）、前年度進級論文の評価（40%）なお、発表日の無断欠席は評価の対象外とする。
ゼミナールⅠ[SeminarⅠ],2359343,通年,鶴岡 昌徳[TSURUOKA MASANORI],経済学部,,出席、報告及び質疑応答。
ゼミナールⅡ[SeminarⅡ],2359344,通年,鶴岡 昌徳[TSURUOKA MASANORI],経済学部,,出席、報告及び質疑応答。
ゼミナールⅠ[SeminarⅠ],2359347,通年,永井 圭二[NAGAI KEIJI],経済学部,,毎回の授業ノートを授業支援システムを通じて提出してもらう。演習問題を数回程度出す予定。定期試験を行う。
ゼミナールⅡ[SeminarⅡ],2359348,通年,永井 圭二[NAGAI KEIJI],経済学部,,毎回の授業ノートを授業支援システムを通じて提出してもらう。演習問題を数回程度出す予定。定期試験を行う。
ゼミナールⅠ[SeminarⅠ],2359351,通年,西川 輝[NISHIKAWA TERU],経済学部,,平常点（100％）。理解度や、主体性などの参加姿勢を評価の対象とする。
ゼミナールⅡ[SeminarⅡ],2359352,通年,西川 輝[NISHIKAWA TERU],経済学部,,平常点（100％）。卒業論文の執筆に必要な知識の有無、卒業論文の進捗、進め方を評価する。
ゼミナールⅠ[SeminarⅠ],2359353,通年,ﾊﾟｰｿﾝｽﾞ ｸﾚｯｸﾞ ﾛﾊﾞｰﾄ[PARSONS CRAIG ROBERT],経済学部,,"Attendance (10%), Homeworks, approx. twice a month (60%), final presentation (30%) ** Sotsuron topics must be chosen from a broad list of topics on international economics provided by the Professor. Topics other than these will be NOT be allowed.**"
ゼミナールⅡ[SeminarⅡ],2359354,通年,ﾊﾟｰｿﾝｽﾞ ｸﾚｯｸﾞ ﾛﾊﾞｰﾄ[PARSONS CRAIG ROBERT],経済学部,,"Attendance (10%), Homeworks, approx. twice a month (60%), final presentation (30%) ** Sotsuron topics must be chosen from a broad list of topics on international economics provided by the Professor. Topics other than these will be NOT be allowed.**"
ゼミナールⅠ[SeminarⅠ],2359357,通年,藤生 源子[FUJIO MINAKO],経済学部,,報告及び議論での発言（100%）
ゼミナールⅡ[SeminarⅡ],2359358,通年,藤生 源子[FUJIO MINAKO],経済学部,,報告及び議論での発言（100%）
ゼミナールⅠ[SeminarⅠ],2359359,通年,邉 英治[HOTORI EIJI],経済学部,,本ゼミナールの成績評価は、出席重視です。具体的には、出席状況・報告内容（80％）、論点提示の内容・議論への貢献（20％）となっています。
ゼミナールⅡ[SeminarⅡ],2359360,通年,邉 英治[HOTORI EIJI],経済学部,,本ゼミナールの成績評価は、出席重視です。具体的には、出席状況・報告内容（80％）、論点提示の内容・議論への貢献（20％）となっています。
ゼミナールⅠ[SeminarⅠ],2359361,通年,マッコーレー アレック[ALEXANDER MCAULAY],経済学部,,"Attendance of at least 90 percent is requested. Students will write various screenplays and script reports, as well as critical commentaries, that will form 80% of their grade. Quizzes on the reading will form 20%."
ゼミナールⅡ[SeminarⅡ],2359362,通年,マッコーレー アレック[ALEXANDER MCAULAY],経済学部,,"Attendance of at least 90 percent is requested. Students will write various screenplays and script reports, as well as critical commentaries, that will form 80% of their grade. Quizzes on the reading will form 20%."
ゼミナールⅠ[SeminarⅠ],2359363,通年,松永 友有[MATSUNAGA TOMOARI],経済学部,,議論への積極的参加、課題への取り組み、学期末レポートなどを通じて総合的に評価する。
ゼミナールⅡ[SeminarⅡ],2359364,通年,松永 友有[MATSUNAGA TOMOARI],経済学部,,議論への積極的参加、課題への取り組み、学期末レポートなどを通じて総合的に評価する。
ゼミナールⅠ[SeminarⅠ],2359367,通年,茂住 政一郎[SEIICHIRO MOZUMI],経済学部,,平常点（100％）。発表や論文の内容や質、ゼミ中の発言や態度などで総合的に評価する。
ゼミナールⅡ[SeminarⅡ],2359368,通年,茂住 政一郎[SEIICHIRO MOZUMI],経済学部,,平常点（100％）。発表や論文の内容や質、ゼミ中の発言や態度などで総合的に評価する。
ゼミナールⅠ[SeminarⅠ],2359369,通年,山崎 圭一[YAMAZAKI KEIICHI],経済学部,,ゼミでの報告、ゼミでの討論への寄与度合い（以上平常点）、イベント（卒論報告会や合宿など勉学に関わるもの）への参加、期末のゼミレポートなどを総合的に評価して判定する。学年別には以下の通り。   経済学部規則第８条に準拠して、出席回数が通年で２分の１をこえた人のみを、成績評価の対象とする。たとえ２分の１以上であっても、平常点、発表、期末のゼミレポートの内容が不十分の場合、不合格になる可能性がある。出席が２分の１未満の場合は、成績評価の対象とならない。なお出席が２分の１以上でも、そのことには点数はつかないので、注意されたい（出席回数は、あくまで成績評価の対象となるための条件）。＜２年生＞　単位認定はありませんが、毎週参加して、グループ・ディスカッションに慣れること。＜３年生＞１　平常点 (５０％のウエイト）　年の総数（３０回）のうち、半数以上に出席することで、成績評価の対象者となる（学部規則）。ただし、半数以上の出席は合格の必要条件であり、合格の十分条件ではない。半数を超えたからと言って、単位が自動的に認められるわけではない。原則として（病欠以外は）、すべての回に参加し、毎回グループ・ディスカッションに活発に参加することが、合格の条件である。２　発表・参画点（２０％のウエイト）　輪読で、あてられた教科書の報告をおこなう。３　期末のゼミ・レポート（３０％のウエイト）　年度末レポートを提出すること。　内容は自由だが、卒論に関係するテーマが望ましい。ただし論文形式（節や項の構造、注、引用文献リストなどを付す）が整っていることが条件である。盗作は深刻な学術的「犯罪」である。　字数は２４００字以上。　上記「出席補償レポート」とは異なる内容であること。　提出方法は、ＰＤＦファイルに変換した上で、ＬＭＳ経由で提出すること。４　筆記試験　行わない。＜４年生＞１　平常点（５０％のウエイト）　年の総数（３０回）のうち、半数以上に出席することで、成績評価の対象者となる（学部規則）。ただし、半数以上の出席は合格の必要条件であり、合格の十分条件ではない。半数を超えたからと言って、単位が自動的に認められるわけではない。原則として（病欠以外は）、すべての回に参加し、毎回グループ・ディスカッションに活発に参加することが、合格の条件である。　ただし、卒論指導を別途行うので、それに参加した場合、それを定例のゼミ参加の枠外で、ゼミの出席にカウントする。２　発表・参画点（２０％のウエイト）　輪読で、あてられた教科書の報告をおこなう。　卒論執筆にむけての中間報告で、これに代替する場合がある。３　ゼミレポート（３０％のウエイト）　卒業論文で、これに代替するが、卒論をかかない人は（数少ないが、制度上存在する）、代替のレポートを提出する。レポートの書式は３年生と同じ。４　筆記試験　卒論の審査会を開催し、口頭試問を行う。　ただし通常この口頭試験は、２月中旬に開催する卒論報告会で代替する。
ゼミナールⅡ[SeminarⅡ],2359370,通年,山崎 圭一[YAMAZAKI KEIICHI],経済学部,,ゼミでの報告、ゼミでの討論への寄与度合い（以上平常点）、イベント（卒論報告会や合宿など勉学に関わるもの）への参加、期末のゼミレポートなどを総合的に評価して判定する。学年別には以下の通り。   経済学部規則第８条に準拠して、出席回数が通年で２分の１をこえた人のみを、成績評価の対象とする。たとえ２分の１以上であっても、平常点、発表、期末のゼミレポートの内容が不十分の場合、不合格になる可能性がある。出席が２分の１未満の場合は、成績評価の対象とならない。なお出席が２分の１以上でも、そのことには点数はつかないので、注意されたい（出席回数は、あくまで成績評価の対象となるための条件）。＜２年生＞　単位認定はありませんが、毎週参加して、グループ・ディスカッションに慣れること。＜３年生＞１　平常点 (５０％のウエイト）　年の総数（３０回）のうち、半数以上に出席することで、成績評価の対象者となる（学部規則）。ただし、半数以上の出席は合格の必要条件であり、合格の十分条件ではない。半数を超えたからと言って、単位が自動的に認められるわけではない。原則として（病欠以外は）、すべての回に参加し、毎回グループ・ディスカッションに活発に参加することが、合格の条件である。２　発表・参画点（２０％のウエイト）　輪読で、あてられた教科書の報告をおこなう。３　期末のゼミ・レポート（３０％のウエイト）　年度末レポートを提出すること。　内容は自由だが、卒論に関係するテーマが望ましい。ただし論文形式（節や項の構造、注、引用文献リストなどを付す）が整っていることが条件である。盗作は深刻な学術的「犯罪」である。　字数は２４００字以上。　上記「出席補償レポート」とは異なる内容であること。　提出方法は、ＰＤＦファイルに変換した上で、ＬＭＳ経由で提出すること。４　筆記試験　行わない。＜４年生＞１　平常点（５０％のウエイト）　年の総数（３０回）のうち、半数以上に出席することで、成績評価の対象者となる（学部規則）。ただし、半数以上の出席は合格の必要条件であり、合格の十分条件ではない。半数を超えたからと言って、単位が自動的に認められるわけではない。原則として（病欠以外は）、すべての回に参加し、毎回グループ・ディスカッションに活発に参加することが、合格の条件である。　ただし、卒論指導を別途行うので、それに参加した場合、それを定例のゼミ参加の枠外で、ゼミの出席にカウントする。２　発表・参画点（２０％のウエイト）　輪読で、あてられた教科書の報告をおこなう。　卒論執筆にむけての中間報告で、これに代替する場合がある。３　ゼミレポート（３０％のウエイト）　卒業論文で、これに代替するが、卒論をかかない人は（数少ないが、制度上存在する）、代替のレポートを提出する。レポートの書式は３年生と同じ。４　筆記試験　卒論の審査会を開催し、口頭試問を行う。　ただし通常この口頭試験は、２月中旬に開催する卒論報告会で代替する。
ゼミナールⅠ[SeminarⅠ],2359371,通年,"小林 誉明, 志賀 裕朗, 藤田 大智[KOBAYASHI TAKAAKI, SHIGA HIROAKI, FUJITA DAICHI]",経済学部,,ゼミナール中の討論（40％）、卒業論文（ゼミナール研究）（60％）
ゼミナールⅡ[SeminarⅡ],2359372,通年,"小林 誉明, 志賀 裕朗, 藤田 大智[KOBAYASHI TAKAAKI, SHIGA HIROAKI, FUJITA DAICHI]",経済学部,,ゼミナール中の討論（40％）、卒業論文（ゼミナール研究）（60％）
ゼミナールⅠ[SeminarⅠ],2359373,通年,"濱口 太久未, 笹岡 愛美, 山本 展彰[HAMAGUCHI TAKUMI, SASAOKA MANAMI, YAMAMOTO NOBUAKI]",経済学部,,報告者担当の場合において、レジュメの作成、報告および質問に対する応答　50％報告者担当以外の場合において、質問、意見の表明、ディスカッションの内容　50％
ゼミナールⅡ[SeminarⅡ],2359374,通年,"濱口 太久未, 笹岡 愛美, 山本 展彰[HAMAGUCHI TAKUMI, SASAOKA MANAMI, YAMAMOTO NOBUAKI]",経済学部,,報告者担当の場合において、レジュメの作成、報告および質問に対する応答　50％報告者担当以外の場合において、質問、意見の表明、ディスカッションの内容　50％
ゼミナールⅠ[SeminarⅠ],2359375,通年,"岡庭 幹司, 渡邉 拓, 内海 朋子, 板垣 勝彦[OKANIWA MASASHI, WATANABE TAKU, UTSUMI TOMOKO, ITAGAKI KATSUHIKO]",経済学部,,授業における報告内容及び授業中の活発な質問や発言などに加え、学期末レポートを提出してもらい、それらを総合的に評価する。
ゼミナールⅡ[SeminarⅡ],2359376,通年,"岡庭 幹司, 渡邉 拓, 内海 朋子, 板垣 勝彦[OKANIWA MASASHI, WATANABE TAKU, UTSUMI TOMOKO, ITAGAKI KATSUHIKO]",経済学部,,授業における報告内容及び授業中の活発な質問や発言などに加え、学期末レポートを提出してもらい、それらを総合的に評価する。
ゼミナールⅠ[SeminarⅠ],2359377,通年,"石﨑 由希子, 関根 豪政, 柳迫 周平[ISHIZAKI YUKIKO, SEKINE TAKEMASA, YANASEKO SHUHEI]",経済学部,,・ゼミでの報告および議論の内容（50%）・期末レポート等の提出物（50%）
ゼミナールⅡ[SeminarⅡ],2359378,通年,"石﨑 由希子, 関根 豪政, 柳迫 周平[ISHIZAKI YUKIKO, SEKINE TAKEMASA, YANASEKO SHUHEI]",経済学部,,・ゼミでの報告および議論の内容（50%）・期末レポート等の提出物（50%）
ゼミナールⅠ[SeminarⅠ],2359379,通年,中村 良夫[NAKAMURA YOSHIO],経済学部,,毎回のゼミ時における発表や議論およびゼミ後の課題提出（75％）、提出レポートの内容（25％）
ゼミナールⅡ[SeminarⅡ],2359380,通年,中村 良夫[NAKAMURA YOSHIO],経済学部,,毎回のゼミ時における発表や議論およびゼミ後の課題提出（75％）、提出レポートの内容（25％）
ゼミナールⅠ[SeminarⅠ],2359381,通年,相馬 尚人[SOMA NAOTO],経済学部,,ゼミにおける報告と議論への参加の様子により評価する。
ゼミナールⅡ[SeminarⅡ],2359382,通年,相馬 尚人[SOMA NAOTO],経済学部,,ゼミにおける報告と議論への参加の様子により評価する。
ゼミナールⅠ[SeminarⅠ],2359383,通年,古川 知志雄[FURUKAWA CHISHIO],経済学部,,発表の質やディスカッションへの貢献を評価する
ゼミナールⅡ[SeminarⅡ],2359384,通年,古川 知志雄[FURUKAWA CHISHIO],経済学部,,発表の内容や質、ディスカッションへの貢献などを評価する
ゼミナールⅠ[SeminarⅠ],2359387,通年,出口 雄大[DEGUCHI YUDAI],経済学部,,議論への参加状況（40%）、報告内容（60%）によって評価する。
ゼミナールⅡ[SeminarⅡ],2359388,通年,出口 雄大[DEGUCHI YUDAI],経済学部,,議論への参加状況（40%）、報告内容（60%）によって評価する。
ゼミナールⅠ[SeminarⅠ],2359389,通年,"小林 誉明, 志賀 裕朗, 藤田 大智[KOBAYASHI TAKAAKI, SHIGA HIROAKI, FUJITA DAICHI]",経済学部,,ゼミナール中の討論（40％）、卒業論文（ゼミナール研究）（60％）
ゼミナールⅡ[SeminarⅡ],2359390,通年,"小林 誉明, 志賀 裕朗, 藤田 大智[KOBAYASHI TAKAAKI, SHIGA HIROAKI, FUJITA DAICHI]",経済学部,,ゼミナール中の討論（40％）、卒業論文（ゼミナール研究）（60％）
ゼミナールⅠ[SeminarⅠ],2359391,通年,"濱口 太久未, 笹岡 愛美, 山本 展彰[HAMAGUCHI TAKUMI, SASAOKA MANAMI, YAMAMOTO NOBUAKI]",経済学部,,報告者担当の場合において、レジュメの作成、報告および質問に対する応答　50％報告者担当以外の場合において、質問、意見の表明、ディスカッションの内容　50％
ゼミナールⅡ[SeminarⅡ],2359392,通年,"濱口 太久未, 笹岡 愛美, 山本 展彰[HAMAGUCHI TAKUMI, SASAOKA MANAMI, YAMAMOTO NOBUAKI]",経済学部,,報告者担当の場合において、レジュメの作成、報告および質問に対する応答　50％報告者担当以外の場合において、質問、意見の表明、ディスカッションの内容　50％
